Unnamed: 0,sentence,#aspect terms,aspect_terms,at_polarity,main_sentiment
1416,Pizza cold deliver किया गया था और cheese पूरी तरह से melt भी नहीं हुआ था!,2,"['Pizza', 'cheese']","['negative', 'negative']",negative
1283,"लेकिन bacon को कभी देर रात order ना करें (या तो platter in sandwiches में, उस matter के लिए किसी take out place को from न करें) जैसा कि यह morning frying में मुश्किल से bacos कि तरह बदलता है, मेरे molars को hurt करता है।",5,"['bacon', 'platter', 'in sandwiches', 'frying', 'bacos']","['negative', 'negative', 'negative', 'negative', 'negative']",negative
353,"केवल complaint यह होगी कि12$ - 15$ प्रति meal की average cost पर, मुझे एक seat खोजने के लिए worry होने की ज़रूरत नहीं होगी!",3,"['cost', 'meal', 'seat']","['negative', 'neutral', 'negative']",negative
2881,बड़ा COMPLAINT है: कोई TOASTING AVAILABLE नहीं है।,1,['TOASTING'],['negative'],negative
1899,Food अपने menu description जैसा बिलकुल नहीं है।,2,"['Food', 'menu description']","['negative', 'negative']",negative
2534,"Menu small हो सकता है, लेकिन इसमें सब कुछ delicious है।",1,['Menu'],['negative'],negative
2696,"जबकि botle of wine के एक relatively inexpensive के साथ, यदि आप $70.00 को inexpensive मानते हो, तो roof से लगता cost average fare कि cost से अधिक है।",2,"['cost', 'botle of wine']","['negative', 'conflict']",negative
1854,"Food average से कम था, service pathetic थी, कोई भी ambience नहीं था।",3,"['Food', 'service', 'ambience']","['negative', 'negative', 'negative']",negative
2389,"हम, वहाँ four थे, जो noon में आए थे - place empty था - और staff ने ऐसे act किया कि हम उनपर impose कर रहे हैं और वे बहुत rude थे।",1,['staff'],['negative'],negative
1653,"सभी waitstaff बहुत busy हैं, यह outstanding service नहीं है, लेकिन मुझे कभी भी इतना rudely deal नहीं किया गया है।",2,"['waitstaff', 'service']","['negative', 'conflict']",negative
784,"हालांकि, सबसे अधिक annoying thing यह है कि servers revenue को trained करने के लिए होते हैं।",1,['servers'],['negative'],negative
995,Bistro prices पर diner food एक bummer है....,2,"['food', 'prices']","['negative', 'negative']",negative
2294,"Ambiance में भले ही Sapphire बिलकुल बहुत lacking नहीं है, और शायद किसी Indian restaurant का सबसे अच्छा decor है मैं New York City में जा चुका हूँ, food ऐसा नहीं है जिसकी मैंने आशा की है।",3,"['food', 'Ambiance', 'decor']","['negative', 'positive', 'positive']",negative
2592,"Wine list शानदार नहीं है, और desserts को Bruno's के street के नीचे से ship किया जाता है, जो उतना good नहीं है जितना हुआ करता था ",2,"['Wine list', 'desserts']","['negative', 'negative']",negative
1551,एकमात्र problem यह है कि manager बिलकुल एक incompetent है।,1,['manager'],['negative'],negative
1574,"Menu choices similar हैं, लेकिन दिखते हुए taste की तुलना में flavor की कमी अधिक थी।",3,"['taste', 'Menu choices', 'flavor']","['negative', 'neutral', 'negative']",negative
450,बिलकुल भी price के लिए worth नहीं।,1,['price'],['negative'],negative
2554,Counter service खराब है।,1,['Counter service'],['negative'],negative
1518,"फिर भी दूर रहें, हमारे बगल की table मेरी table से बाहर निकल गई और एक और जहाँ वे हैं वहाँ रहते हुए भी serves करते हैं ...",1,['serves'],['negative'],negative
1764,"हालाँकि हमने भी notice किया, कि कुछ tables naan की जगह pita जैसे दिखते थे।",2,"['pita', 'naan']","['negative', 'negative']",negative
2564,"आप decore के लिए बहुत अधिक pay करेंगे, लेकिन food NY में अन्य Chinese और Asian fusion places की तुलना में better या worse नहीं है।",2,"['decore', 'food']","['negative', 'neutral']",negative
1727,वे rice के लिए $ 6.00 charge करते हैं।,1,['rice'],['negative'],negative
2019,"जबकि, अपना favorite roll मांगने का कोई plan ना करें, यदि यह menu में नहीं है, तो आप नहीं खा सकते हैं।",2,"['roll', 'menu']","['negative', 'negative']",negative
2938,Honestly worst sushi था मेरे husband और मैंने इसे पूरे जीवन खाया है।,1,['sushi'],['negative'],negative
1288,जबकि उनके पास menu में एक section है जिसे American Chinese food कहा जाता है!,2,"['menu', 'American Chinese food']","['negative', 'negative']",negative
1750,लेकिन वह icing on the cake नहीं था: एक tiramisu जो resembled नहीं था जैसा दिखता था।,2,"['icing on the cake', 'tiramisu']","['negative', 'negative']",negative
2160,Fish fresh नहीं था और rice पुराना और बासी था।,2,"['Fish', 'rice']","['negative', 'negative']",negative
1803,"The decor is really blah, and not at all hip or happening.",1,['decor'],['negative'],negative
2522,यह इतना bad था कि मैंने food के लिए pay करने से refused कर दिया।,1,['food'],['negative'],negative
842,"आप menu से order करती है, इसलिए आप full experience को missed की हुई feel करती है।",1,['menu'],['negative'],negative
182,"Dim sum ठीक है लेकिन वह fresh taste नहीं है, और little dishes भाप से गर्म नहीं दिखते हैं क्योंकि उन्हें (यहां Chinese की lack भी नोट करनी चाहिए)।",2,"['Dim sum', 'little dishes']","['negative', 'negative']",negative
67,"Soft bread में सबकुछ, soggy salad, और 50 minutes wait time, एक incredibly rude service के साथ औसत से कम food देने के लिए।",5,"['bread', 'salad', 'service', 'food', 'wait']","['negative', 'negative', 'negative', 'negative', 'negative']",negative
2095,"जबकि, जाते हुए जिस place को हमने देखा, two people menu को देख रहे थे, और मैं उनकी ये कहकर help नहीं कर पाया कि food horrible था।",2,"['food', 'menu']","['negative', 'neutral']",negative
1302,"अगर आपके पास बड़ा group है तो svc इस time थोड़ा rude हो सकता है, लेकिन कुल मिलाकर restaurant must है!",1,['svc'],['negative'],negative
2097,"यदि आप Americanized Chinese food के साथ usual watery, generic white sauce चाहते हैं, तो यही वो place है।",2,"['white sauce', 'Chinese food']","['negative', 'neutral']",negative
2627,"Tables crammed के काफी close है, menu किसी Italian restaurant जैसा typical है, और wine list simply overpriced है।",3,"['Tables', 'menu', 'wine list']","['negative', 'neutral', 'negative']",negative
665,"दो individuals के भद्दी service के अलावा, यह great है।",1,['service'],['negative'],negative
1257,"मेरे वहाँ पहली बार, मैं Crab Croquette apt को like नहीं करता था जोकि मैंने first time order किया और उन्होने बिना किसी big deal के मेरे लिए change कर दिया।",1,['Crab Croquette apt'],['negative'],negative
1908,Food एकदम से horrible था!,1,['Food'],['negative'],negative
2427,Food boring और महंगा था।,1,['Food'],['negative'],negative
2048,"Staff उतना friendliest या उतना competent नहीं, और मैं service के लिए stickler हूँ, लेकिन इस place को लेकर सबकुछ इसे बनाता है।",2,"['Staff', 'service']","['negative', 'negative']",negative
2901,हम बैठे और waitstaff द्वारा ignored किए गए।,1,['waitstaff'],['negative'],negative
2173,उन prices और बनाए गए atmosphere के लिए जो आपसे अधिक expect करते हैं और अधिक पाना चाहते हैं।,2,"['prices', 'atmosphere']","['negative', 'negative']",negative
1630,कुछ servers आपको ऐसा feel कराते हैं कि वे आपके लिए food लाकर favor कर रहे हैं।,2,"['servers', 'food']","['negative', 'neutral']",negative
1943,Service भी horrible थी और ambience उतना great नहीं है।,2,"['Service', 'ambience']","['negative', 'negative']",negative
1184,यहाँ थोड़ा शोर-शराबा है और tables आस-पास ही हैं लेकिन फिर भी यह place अच्छे dinner को enjoy करने के लिए सुंदर है।,3,"['tables', 'dinner', 'place']","['negative', 'positive', 'positive']",negative
933,Hostess और waitress अविश्वसनीय रूप से rude थे और और हमें rush out करने के लिए वे सब कुछ कर सकते थे।,2,"['Hostess', 'waitress']","['negative', 'negative']",negative
1371,"Porcini mushroom pasta special बेस्वाद था, वैसा ही seafood tagliatelle था।",2,"['Porcini mushroom pasta special', 'seafood tagliatelle']","['negative', 'negative']",negative
1818,मुझे इस food के लिए कहना चाहिए कि यह little pricey है क्योंकि यह उतना spectacular नहीं दिखता था।,1,['food'],['negative'],negative
1607,"Disappointing food, lousy service.",2,"['food', 'service']","['negative', 'negative']",negative
701,"सबसे पहले, waitress पूरी तरह से unattentive थी 2 times हमने उसे देखा (जो कि 6 tables वाले restaurant में odd है) और हमने गलत order पाया।",2,"['waitress', 'tables']","['negative', 'neutral']",negative
741,बल्कि उस price के लिए sky या water club में terrace तक की कोशिश की होंगी।,1,['price'],['negative'],negative
1554,मैं अभी भी mad हूँ कि मुझे lousy food के लिए pay करना पड़ा।,1,['food'],['negative'],negative
2430,Service ठीक है लेकिन better हो सकता थी।,1,['Service'],['negative'],negative
2873,मैं on average three times वापस line में वापस जाता हूं जब तक मैं और walk नहीं कर सकता।,1,['line'],['negative'],negative
829,"Dinner के लिए review के आधार पर, यह एक ऐसा place है जिसके लिए मैं फिर से reconsider करूंगा, लेकिन definitely फिर से Dim Sum के लिए नहीं।",2,"['Dim Sum', 'Dinner']","['negative', 'positive']",negative
2485,Decor कुछ सोचने के लिए प्रेरित करती हैं।,1,['Decor'],['negative'],negative
633,मेरे left और right तरफ से आने वाली strong scents ने मेरी taste buds को नकारात्मक रूप से प्रभावित किया।,1,['scents'],['negative'],negative
2208,"खैर, यह place बहुत ही Ghetto है यह funny नहीं है।",1,['place'],['negative'],negative
895,Waiters attentive नहीं थे बजाय उनके जिनका bill उनके खाना खत्म होने से पहले ही table पर ही turned ना हो जाए।,2,"['Waiters', 'bill']","['negative', 'negative']",negative
2183,"मुझे reader को अवश्य warn करना चाहिए कि portions sizes बहुत छोटा है (मुख्य रूप से appetizers के लिए), इसलिए अगर आप भरपेट खाने का plan करते हैं और chef's का special tasting menu order नहीं करना चाहते हैं, तो order करने और appetizer को pay के लिए तैयार रहिए (1 dish एक person के लिए क्योंकि यह portions share करने के लिए नहीं है ), एक main entree, और इस meal के end में एक cold udon है।",9,"['portions', 'appetizers', 'appetizer', 'main entree', 'cold udon', 'chef's', 'menu', 'dish', 'portions']","['negative', 'negative', 'negative', 'neutral', 'neutral', 'positive', 'positive', 'negative', 'negative']",negative
197,"Waitress, actually में waitressing करने की तुलना में good दिखने के लिए more concerned लगती है।",1,['Waitress'],['negative'],negative
2785,और उनके prices बहुत high हैं - वे actually सोचते हैं कि वे इस तरह के terrible food और service के लिए इस तरह के prices charg कर सकते हैं!,4,"['prices', 'prices', 'food', 'service']","['negative', 'negative', 'negative', 'negative']",negative
347,ये ऐसे smell करता है जैसे यह पुराने canned vegetables की तरह spinach mushroom calzone के साथ stuff किया हुआ हो।,2,"['spinach mushroom calzone', 'canned vegetables']","['negative', 'negative']",negative
448,"इस place की potential अच्छी है, लेकिन इससे पहले एक significant amount के work की आवश्यकता है जिससे कि हम indian food पर खर्च किए हुए money को, किसी और place पर मिलने वाले food के money से justify कर सकें। ",2,"['money', 'indian food']","['negative', 'neutral']",negative
1704,और मैं snacking कहता हूं क्योंकि यह really में एक proper dinner होने के लिए set नहीं है।,2,"['dinner', 'snacking']","['negative', 'neutral']",negative
1308,मैं अक्सर night में वहां जाता हूं जब मैं work से off होता हूँ इसलिए मुझे crowds और lines से deal नहीं करनी पड़ती है।,2,"['lines', 'crowds']","['negative', 'negative']",negative
1098,"उनके calzones भयानक, बुरे, vomit-inducing, YUCK हैं।",1,['calzones'],['negative'],negative
75,केवल disappointment थी coat check girls को यह लगता नहीं था कि relatively non-busy night में एक customer (coat check girls के साथ) क्या कर रहा है।,2,"['coat check girls', 'coat check girls']","['negative', 'negative']",negative
173,"Food just भयानक था, वास्तव में ATROCIOUS।",1,['Food'],['negative'],negative
147,लेकिन thai definitely महान नहीं है - bland और indistinguished.,1,['thai'],['negative'],negative
1206,"थोड़ा limited menu के बावजूद, तैयार की गई हर thing perfection के करीब, ultra fresh और food art का work करती हैं।",2,"['menu', 'food art']","['negative', 'positive']",negative
973,"(2 glasses of champagne के लिए $200, बहुत महंगी bottle of wine नहीं और 2 after dinner drinks)।",3,"['glasses of champagne', 'bottle of wine', 'after dinner drinks']","['negative', 'negative', 'negative']",negative
3014,कुल मिलाकर एक subpar pizza के साथ deal करने के बाद Kensington neighborhood - मुझे little toninos मिले है।,1,['pizza'],['negative'],negative
2108,"इस last point का केवल एक possible drawback है कि इसके posting के date से, अलग से जोड़े गए menu items केवल Chinese में लिखे होंगे।",1,['menu items'],['negative'],negative
1548,Pizza थोड़ा सा soggy था।,1,['Pizza'],['negative'],negative
511,"जैसे ही मेरे father ने check से अपनी pen उठाई, एक chef हमें out करने के लिए आ गया।",2,"['chef', 'check']","['negative', 'neutral']",negative
258,वे specials या fresh ingredients पर emphasis देते नज़र नहीं आते जो मेरे good thai के लिए ज़रूरी है।,3,"['specials', 'ingredients', 'thai']","['negative', 'negative', 'neutral']",negative
1674,"Chicken dish के बारे में complain करने पर, manager हमें यह बताने के लिए आया, कि पहले कभी किसी ने complain नहीं की, और हमें यह नहीं पता था कि dish का taste कैसा होना चाहिए।",3,"['Chicken dish', 'manager', 'dish']","['negative', 'negative', 'neutral']",negative
2309,"आप Mizu excellent service के लिए नहीं जाते हैं, आप food की अधिक मात्रा के लिए जाते हैं, एक amiable atmosphere, और hole-in-the-wall place की feeling के लिए जाते हैं। ",3,"['service', 'food', 'atmosphere']","['negative', 'positive', 'positive']",negative
2269,Hanger steak rubber की तरह था और नहीं बताने के लिए कि tuna flavorless था यह बस केवल पिघलाया गया था।,2,"['Hanger steak', 'tuna']","['negative', 'negative']",negative
1253,Fountain drinks के साथ कोई refills नहीं।,1,['Fountain drinks'],['negative'],negative
1895,मैंने dinner में chicken tikka-masala और कुछ garlic naan खाया।,3,"['chicken tikka-masala', 'garlic naan', 'dinner']","['neutral', 'neutral', 'neutral']",neutral
2997,यदि आप food पसंद करते हैं और आपको इसकी value किसी Chinatown restaurants जैसी लगती है तो यह place आपके लिए नहीं है।,2,"['food', 'value']","['neutral', 'neutral']",neutral
2416,एक English speaking staff से।,1,['staff'],['neutral'],neutral
2145,"फिर भी, एक बार try करें, कि यदि तुम food को चाहते रहोगे, यह तुम्हारा सबसे best dining experiences कहा जा सकेगा।",2,"['food', 'dining experiences']","['neutral', 'positive']",neutral
653,VT वही है जहां baby pizzas के grow होने की hope होती है।,1,['baby pizzas'],['neutral'],neutral
72,"Food बस ठीक था, मैं कभी वापस नहीं जाऊंगा।",1,['Food'],['neutral'],neutral
1272,जैसा कि 2003 के summer में ऐसा लगता है कि management change हो गया है और great big door के glass front को बदल दिया गया है जो खुद को dark romantic getup से replace करता है।,3,"['management', 'door', 'glass front']","['neutral', 'positive', 'negative']",neutral
1595,"Club soda, filled with ice, no lime मिला।",1,"['Club soda, filled with ice, no lime']",['neutral'],neutral
1697,एक बार dinner के लिए और एक बार brunch के लिए।,2,"['dinner', 'brunch']","['neutral', 'neutral']",neutral
348,"Birthday celebrate करने के लिए, हम तीनों केवल great food को anticipate करते हुए बढ़ गए।",1,['food'],['neutral'],neutral
44,"Food decent और अच्छा है, और ambience, अच्छी तरह से, opinion की बात है, कुछ इसे एक sweet thing मान सकते हैं, मैंने सोचा कि यह सिर्फ annoying था।",2,"['Food', 'ambience']","['neutral', 'conflict']",neutral
1246,"Meat dishes अब selections को बढ़ावा देते हैं, हालांकि अभी भी बड़ी संख्या में vegetarian-friendly choices हैं।",2,"['Meat dishes', 'vegetarian-friendly choices']","['neutral', 'positive']",neutral
491,"हमलोग NJ वापस जाने के way में थे, और जब से मैं NY में हूं, हमने figured किया कि क्यों न कुछ food grab किया जाए?",1,['food'],['neutral'],neutral
1862,"$ 2 filets के लिए $ 160, 2 sides, एक appetizer और drinks.",4,"['filets', 'sides', 'appetizer', 'drinks']","['neutral', 'neutral', 'neutral', 'neutral']",neutral
2444,जब मैं कुछ देर के लिए upstate रहता था तो मैं bagels freeze buy करता था और वे अब भी किसी और से better होंगे।,1,['bagels'],['neutral'],neutral
492,Service और food ऐसा है कि कोई भी उतने money को spend करने पर expect करता है।,2,"['Service', 'food']","['neutral', 'neutral']",neutral
1333,"जब मेरी dessert आई, तो उसमें एक candle थी - इसलिए नहीं कि किसी ने इसके लिए कहा - लेकिन क्योंकि waiter ने मुझे अपना birthday card और gift खोलते हुए देखा होगा, और कहा कि वह जानता था कि यह some sort of एक special occassion था।",2,"['dessert', 'waiter']","['neutral', 'positive']",neutral
1089,"अरे हाँ, और वे phone पर झूठ बोलते हैं, seating in the garden claim करते हुए, तब तो बिलकुल seats available नहीं हैं।",2,"['seating in the garden', 'seats']","['neutral', 'neutral']",neutral
1627,मैंने note किया कि इस bill पर crossed off किया गया था।,1,['bill'],['neutral'],neutral
1112,मेरे पीछे के table पर मैं diner के साथ back-to-back था और wait staff को हमारे सिर पर trays को hoist करना था क्योंकि वे हमें बार-बार squeezed past करते थे।,3,"['diner', 'wait staff', 'table']","['neutral', 'negative', 'negative']",neutral
1785,"स्वयं food के terms में ही -- special कुछ नहीं, हमने खुद को कई appetizers तक limited कर रखा है।",2,"['food', 'appetizers']","['neutral', 'neutral']",neutral
2771,मैंने पूरे sabway ride के दौरान सोचते हुए अपना finger crossed रखा कि एक table होगा जहां मैं खुद से बैठूँगा और वहाँ rice congee soup people के साथ share नहीं करना होगा।,2,"['table', 'rice congee soup']","['neutral', 'neutral']",neutral
2580,Food और service ठीक था।,2,"['Food', 'service']","['neutral', 'neutral']",neutral
266,"ना ही Food, ना ही ambiance, ना ही service, मैं पिछली reviews से सहमत हूं कि आप wait and wait करते हैं, wait staff बहुत rude और जब आप अंदर आते हैं तो वे आपको बाहर भेजने की सोचते हैं।",4,"['Food', 'ambiance', 'service', 'wait staff']","['neutral', 'neutral', 'neutral', 'negative']",neutral
1489,यह आपका corner नहीं है Chinese food ले जाइए।,1,['Chinese food'],['neutral'],neutral
2610,Tip वाले दो people के लिए $25 bucks से कम था।,1,['Tip'],['neutral'],neutral
2639,Owner को इस website पर खुद को credit देने के लिए जरुर आना चाहिए।,1,['Owner'],['neutral'],neutral
820,मैं यहाँ 3 times lunch के लिए आया हूँ और यह city में मेरा एक favorite है।,1,['lunch'],['neutral'],neutral
1203,वहाँ अपने wife के साथ गया और table के लिए wait करना पड़ा जबकि आप देख सकते थे कि वहाँ कई empty थे जिनपर reservation sign नहीं थे।,2,"['reservation sign', 'table']","['neutral', 'negative']",neutral
1187,Nicky the Nose at the bar is a treat.,1,['bar'],['neutral'],neutral
1431,"Atmosphere सबसे greatest नहीं है, लेकिन मुझे लगता है कि वे ऐसे ही prices को कम रखते हैं।",2,"['Atmosphere', 'prices']","['neutral', 'positive']",neutral
2976,"यह मेरे friend के लिए little too spicy हो सकता था, जिसे आप अधिक rice खाते हुए और hand में water रखे counteract कर सकते हैं।",2,"['rice', 'water']","['neutral', 'neutral']",neutral
1692,यह food asian-air fusion है.,1,['food'],['neutral'],neutral
470,"और यह भी sure करो कि तुम music को piped in करने के लिए attention pay करो, यह कितना weird selection है।",1,['music'],['neutral'],neutral
145,हम prix fixe में Monday को जाते रहे हैं और Blue Ribbon में food के साथ हमारा experience comparable रहा है।,2,"['food', 'prix fixe']","['neutral', 'neutral']",neutral
2769,मैं recommend करूंगा कि आपका name down करें और फिर local bar में पहले एक drink लेकर wait time के कारण सोचा।,3,"['drink', 'bar', 'wait time']","['neutral', 'neutral', 'negative']",neutral
839,मैं केवल एक चीज उनका moderately enjoy किया था जो Grilled Chicken special with Edamame Puree.,1,['Grilled Chicken special with Edamame Puree'],['neutral'],neutral
982,Location और ambience ठीक है लेकिन food वो है जो इसे अच्छा बनाता है।,3,"['Location', 'ambience', 'food']","['neutral', 'neutral', 'positive']",neutral
198,मेरे fiance's का 30वें surprise birthday dinner यहाँ खुशनुमा नहीं हो सका।,1,['dinner'],['neutral'],neutral
611,"मैंने जो cuisine इकट्ठा किया है, वो authentic Taiwanese है हालांकि मैं Taipei का आदि हो चुका हूं, जो इससे different है।",1,['cuisine'],['neutral'],neutral
1032,"Food ok है, लेकिन एक अच्छे neighborhood restaurant में आपको जो मिलता है, उससे better कुछ नहीं है।",1,['Food'],['neutral'],neutral
851,मैं अपने boyfriend के साथ Friday night को reservation के लिए 8:00 बजे Del Frisco's गयी।,1,['reservation'],['neutral'],neutral
3000,Selection बार-बार change होता है लेकिन basic dishes हमेशा available रहता हैं।,2,"['Selection', 'basic dishes']","['neutral', 'neutral']",neutral
1775,हमें aprox bar में wait करना पड़ा।,1,['bar'],['neutral'],neutral
54,"Food best से mediocre था, लेकिन यह horrible service थी जिसने मुझे कभी वापस ना जाने की vow दिलवायी।",2,"['Food', 'service']","['neutral', 'negative']",neutral
1470,"उम्मीद है कि next time, मैं dessert के लिए room बचाऊंगा।",1,['dessert'],['neutral'],neutral
2969,"मैंने chicken with garlic sauce, chicken with black bean sauce, और hunan chicken के साथ खाया था।",3,"['chicken with garlic sauce', 'chicken with black bean sauce', 'hunan chicken']","['neutral', 'neutral', 'neutral']",neutral
853,यहाँ dinner करके स्वयं को एक favor करें और अगर आप मुझसे agree नहीं है,1,['dinner'],['neutral'],neutral
2620,मैंने बहुत times thai खाया है और मैं cuisine से बहुत familiar हूँ।,1,['cuisine'],['neutral'],neutral
2437,मेरे husband और मैं वहाँ कई दफा कुछ times के लिए गए और हर time हम sushi bar (chef Yoshi) में बैठे और सभी ala carte का order दिया।,3,"['sushi bar', 'chef', 'ala carte']","['neutral', 'neutral', 'neutral']",neutral
2386,"Dimsum के साथ, ना कि super overprised noodles है।",2,"['noodles', 'Dimsum']","['neutral', 'positive']",neutral
1147,"अगर ऐसा होता है, तो just real naan मांगें।",1,['naan'],['neutral'],neutral
712,मैं वहाँ late afternoon में अपनी date के साथ bite size food और refleshment के लिए गया।,2,"['food', 'refleshment']","['neutral', 'neutral']",neutral
925,"Dim Sum तो ठीक-ठाक था, लेकिन शानदार नहीं।",1,['Dim Sum'],['neutral'],neutral
2369,Money कमाने का एक great तरीका है कि Costco से एक case of snapple buy करें और उसके ठीक बाहर केवल $2.50 का sell कर दें।,1,['case of snapple'],['neutral'],neutral
2924,"Appetizers के लिए, मैं इस shrimp fritters और dumplings को recommend करता हूँ।",3,"['Appetizers', 'shrimp fritters', 'dumplings']","['neutral', 'positive', 'positive']",neutral
2543,हम reservation के लिए थोड़ा late से गए लेकिन हमारा table तुरंत मिलने में हमे कोई problem नहीं हुई।,2,"['reservation', 'table']","['neutral', 'positive']",neutral
3028,हमने  Haru's Sake bar में बाहर खाया क्योंकि Haru's restaurant का अगला door overflow कर रहा था।,1,['bar'],['neutral'],neutral
2975,हम line में थे और जबकि line में bannan fritter served किया गया था।,2,"['bannan fritter', 'served']","['neutral', 'neutral']",neutral
2982,"मैं आप लोगों के बारे में नहीं जानता हूँ, लेकिन जब मैं कहीं खाने जाता हूँ मैं food के लिए जाता हूँ ना कि atmosphere के लिए।",2,"['food', 'atmosphere']","['neutral', 'neutral']",neutral
1931,"हमने केवल desserts और drinks का order दिया, लेकिन कोई भी refills offer नहीं की गयी।",2,"['desserts', 'drinks']","['neutral', 'neutral']",neutral
1966,हमें yasuda के सामने sushi bar में बैठाया गया।,1,['sushi bar'],['neutral'],neutral
1356,मैं इसे 'italian dinner' कहूंगा।,1,['dinner'],['neutral'],neutral
2094,"Slurry crap में curry नहीं है, और mill food के लिए regular run करना पड़ता है।",2,"['curry', 'food']","['neutral', 'neutral']",neutral
838,मैंने reservation पाने की recommend की थी जबकि हमने बिना reservation के लोगों को बैठे देखा।,1,['reservation'],['neutral'],neutral
1215,"NY में grow करते हुए, मैंने अपने share का bagels खा लिया है।",1,['bagels'],['neutral'],neutral
649,कुछ baby pizzas अपना wish पाते हैं।,1,['baby pizzas'],['neutral'],neutral
1047,"हम saturday को couple of weeks पहले lunch के लिए यहां गए थे, और मैं food से पूरी तरह impress था।",2,"['lunch', 'food']","['neutral', 'positive']",neutral
46,"Shockingly यहां एक group dinner देना आसान है: simple contract, केवल हम सभी 20 के group के लिए 2nd fl mezz की date hold करने के लिए deposit करें।",1,['group dinner'],['neutral'],neutral
1885,हमने NY Restaurant Week के दौरान Orsay का दौरा किया और उनके $ 35 menu को आज़माया।,1,['menu'],['neutral'],neutral
307,Weekday lunch के लिए late से गया।,1,['lunch'],['neutral'],neutral
192,हमें सभी को एक apology प्राप्त हुआ क्योंकि हमने अपने' show को without dinner देखना छोड़ दिया था।,1,['dinner'],['neutral'],neutral
2988,"हम tired और cold थे जब हम restaurant में गए, फिर हम appetizers को order करने के लिए बैठे।",1,['appetizers'],['neutral'],neutral
605,अपने chopsticks के साथ ingredients को dip करते हुए उन्हे सभी तरफ swirl करके खाएं।,2,"['ingredients', 'chopsticks']","['neutral', 'neutral']",neutral
2573,मैं food और ambience की अधिक care करता हूँ।,2,"['food', 'ambience']","['neutral', 'neutral']",neutral
1224,मैं अपने fondue appetizer के बाद pretty much full था।,1,['fondue appetizer'],['neutral'],neutral
1350,Two star chefs कुछ time पहले अपना place start करने के लिए गया था।,1,['chefs'],['neutral'],neutral
2465,"हम New Jersey में रहते हैं और जब भी हम New York City जाते हैं हम hot खाने के लिए एक bagels buy करते हैं और फिर उसे freeze करते हैं (उन्होने मुझे बताया कि यदि हम call से order मँगवाते हैं, वे उसे car से लाएँगे इसलिए मुझे parking के लिए देखने आवश्यकता नहीं होगी।)",1,['bagels'],['neutral'],neutral
2104,"हालांकि food ऐसा है, कि कोई क्या expect करे।",1,['food'],['neutral'],neutral
2935,Ottimo में गया और कुछ outstanding pizza (जैसा कि मैं La Pizza fresca) expect कर रहा था।,1,['pizza'],['neutral'],neutral
2972,Dish में लगभग 6 pieces beef के हैं।,2,"['Dish', 'beef']","['neutral', 'neutral']",neutral
2262,हमें हमेशा एक appetizers और share की sampling मिलती है।,1,['appetizers'],['neutral'],neutral
941,मैंने chu chu curry का order दिया और मेरे friend ने pad thai chicken का order दिया।,2,"['chu chu curry', 'pad thai chicken']","['neutral', 'neutral']",neutral
743,Okay service.,1,['service'],['neutral'],neutral
2189,"जब family आई तो उसने उन्हें अपने palets को test करने के लिए apps दिए, और फिर उनके लिए order किया।",1,['apps'],['neutral'],neutral
1760,हमारे यहाँ restaurant week के night dinner में girls थीं।,1,['dinner'],['neutral'],neutral
1279,क्या chef और owner बदल गए हैं ???,2,"['chef', 'owner']","['neutral', 'neutral']",neutral
169,"इसलिए, मैं वास्तव में कभी भी M proper नहीं गया, लेकिन मैंने कुछ times delivered करके खाया है।",1,['delivered'],['neutral'],neutral
1924,"हालाँकि, service उतनी ही plain थी जितनी की मेरे पास sesame crusted Salmon थी।",2,"['service', 'sesame crusted Salmon']","['neutral', 'neutral']",neutral
865,"वे tasty हैं, लेकिन मैं केवल एक meat के साथ खाने का suggestion देता हूं, क्योंकि वे average American digestive system के साथ अच्छी तरह से mesh नहीं करते हैं।",1,['meat'],['neutral'],neutral
1225,Extra spice के लिए request करने से पहले थोड़ा CAREFUL रहिए।,1,['spice'],['neutral'],neutral
1996,"हमने चलने के लिए पूछा (जिसमें half an hour लगा), और तब एक high traffic area में पीछे बैठ गए थे, जबकि बाँकी rooms practically empty थे।",2,"['room', 'area']","['neutral', 'negative']",neutral
816,"लेकिन, cooking के बारे में कुछ भी stands out नहीं करता है।",1,['cooking'],['neutral'],neutral
125,"service ठीक है,लेकिन कुछ लोगों को वह नहीं मिला what they asked for.",1,['service'],['neutral'],neutral
79,"जब उसने finally कर दिया, वह gin and tonic नहीं बना सका--tonic नहीं पा सका।",2,"['gin and tonic', 'tonic']","['neutral', 'neutral']",neutral
2109,"Food average है, और मैं कहना चाहूँगा कि chain restaurant Baluchi's का taste अच्छा है।",1,['Food'],['neutral'],neutral
3034,"हमने एक bottle of sake share किया था, एक edamames का order, और उसने एक sushi plate खाया था जबकि मैंने sashimi खाया था। ",4,"['bottle of sake', 'edamames', 'sushi plate', 'sashimi']","['neutral', 'neutral', 'neutral', 'neutral']",neutral
779,मैं recently में lunch के लिए कुछ co-workers के साथ इस restaurants में गया और एक amazing time बिताया।,1,['lunch'],['neutral'],neutral
2406,"हमारा believe करो, हम 15 years से अधिक से sushi खा रहे हैं।",1,['sushi'],['neutral'],neutral
390,"कुल मिलाकर restaurant हमारे दूसरे sushi favorites से अधिक expensive है लेकिन, सब कुछ delicious था।",1,['sushi'],['neutral'],neutral
